* Texas Instruments Data Flash File
* File created Wed Dec 18 18:16:03 2024
*
* Device Number 4500
* Firmware Version 2.08
* Build Number 50
* Order Number 0
*
* bqz Device Number 4500
* bqz Firmware Version 2.08
* bqz Build Number 50
*
* Field Order: Class name, Subclass name, Parameter name, Parameter Value, Display Units
"Advanced Charge Algorithm","SoC Range","Charging SoC High","75","%"
"Advanced Charge Algorithm","SoC Range","Charging SoC Hysteresis","1","%"
"Advanced Charge Algorithm","Degrade Mode 1","Cycle Threshold","50","-"
"Advanced Charge Algorithm","Degrade Mode 1","SOH Threshold","95","%"
"Advanced Charge Algorithm","Degrade Mode 1","Voltage Degradation","10","mV"
"Advanced Charge Algorithm","Degrade Mode 1","Current Degradation","10","%"
"Advanced Charge Algorithm","Degrade Mode 2","Cycle Threshold","150","-"
"Advanced Charge Algorithm","Degrade Mode 2","SOH Threshold","80","%"
"Advanced Charge Algorithm","Degrade Mode 2","Voltage Degradation","40","mV"
"Advanced Charge Algorithm","Degrade Mode 2","Current Degradation","20","%"
"Advanced Charge Algorithm","Degrade Mode 3","Cycle Threshold","350","-"
"Advanced Charge Algorithm","Degrade Mode 3","SOH Threshold","60","%"
"Advanced Charge Algorithm","Degrade Mode 3","Voltage Degradation","70","mV"
"Advanced Charge Algorithm","Degrade Mode 3","Current Degradation","40","%"
"Advanced Charge Algorithm","CS Degrade","Temperature Threshold","50.0","°C"
"Advanced Charge Algorithm","CS Degrade","Voltage Threshold","4200","mV"
"Advanced Charge Algorithm","CS Degrade","Time Interval","300","s"
"Advanced Charge Algorithm","CS Degrade","Delta Voltage","25","mV"
"Advanced Charge Algorithm","CS Degrade","Min CV","3000","mV"
"Advanced Charge Algorithm","Termination Config","Charge Term Taper Current","100","mA"
"Advanced Charge Algorithm","Termination Config","Charge Term Voltage","75","mV"
"Advanced Charge Algorithm","Charging Rate of Change","Current Rate","1","steps"
"Advanced Charge Algorithm","Charging Rate of Change","Voltage Rate","1","steps"
"Advanced Charge Algorithm","Charge Loss Compensation","CCC Current Threshold","3520","mA"
"Advanced Charge Algorithm","Charge Loss Compensation","CCC Voltage Threshold","4200","mV"
"Advanced Charge Algorithm","IR Correction","Averaging Interval","12","s"
"Advanced Charge Algorithm","Cell Balancing Config","Bal Time/mAh Cell 1","367","s/mAh"
"Advanced Charge Algorithm","Cell Balancing Config","Bal Time/mAh Cell 2-4","514","s/mAh"
"Advanced Charge Algorithm","Cell Balancing Config","Min Start Balance Delta","4","mV"
"Advanced Charge Algorithm","Cell Balancing Config","Relax Balance Interval","18000","s"
"Advanced Charge Algorithm","Cell Balancing Config","Min Rsoc for Balancing","40","%"
"Advanced Charge Algorithm","Cell Balancing Config","Start Rsoc for Bal in Sleep","95","%"
"Advanced Charge Algorithm","Cell Balancing Config","End Rsoc for Bal in Sleep","60","%"
"Advanced Charge Algorithm","Cell Balancing Config","Start Time for Bal in Sleep","100","hrs"
"Power","Power","Valid Update Voltage","3000","mV"
"Power","Shutdown","Shutdown Voltage","2000","mV"
"Power","Shutdown","Shutdown Time","10","s"
"Power","Shutdown","PF Shutdown Voltage","2000","mV"
"Power","Shutdown","PF Shutdown Time","10","s"
"Power","Shutdown","PS Shutdown Voltage","2000","mV"
"Power","Shutdown","PS NoLoadResCap Threshold","0","mAh"
"Power","Shutdown","Charger Present Threshold","3000","mV"
"Power","Shutdown","Valid Wake up Comm Check Delay","100","s"
"Power","Sleep","Sleep Current","10","mA"
"Power","Sleep","Bus Timeout","5","s"
"Power","Sleep","Voltage Time","5","s"
"Power","Sleep","Current Time","20","s"
"Power","Sleep","Wake Comparator","00","hex"
"Power","Ship","FET Off Time","10","s"
"Power","Ship","Delay","20","s"
"Power","Ship","Auto Ship Time","1440","min"
"Power","Power Off","Timeout","30","min"
"Power","Manual FET Control","MFC Delay","60","0.25s"
"Power","IATA","IATA Config","03","-"
"Power","IATA","IATA Delay Time","10","s"
"Power","IATA","IATA RSOC Threshold","30","%"
"Power","IATA","IATA DeltaV Threshold","50","mV"
"Power","IATA","IATA Delta RSOC","3","%"
"Power","IATA","IATA Wake AbsRsoc","10","%"
"Power","IATA","IATA Min Temperature","10.0","°C"
"Power","IATA","IATA Max Temperature","40.0","°C"
"Power","IATA","IATA Min Voltage","3000","mV"
"Power","IATA","IATA Max Voltage","3600","mV"
"Power","IATA STORE","IATA RM mAh","0","mAh"
"Power","IATA STORE","IATA RM cWh","0","cWh"
"Power","IATA STORE","IATA FCC mAh","0","mAh"
"Power","IATA STORE","IATA FCC cWh","0","cWh"
"Power","IATA STORE","IATA Flag","00","-"
"Power","Unintended Wakeup","Delay","2","s"
"Power","Unintended Wakeup","Count","3","-"
"LED Support","LED Config","LED Flash Period","512","488us"
"LED Support","LED Config","LED Blink Period","1024","488us"
"LED Support","LED Config","LED Delay","100","488us"
"LED Support","LED Config","LED Hold Time","4","s"
"LED Support","LED Config","LED FC Time","60","mins"
"LED Support","LED Config","CHG Flash Alarm","10","%"
"LED Support","LED Config","CHG Thresh 1","0","%"
"LED Support","LED Config","CHG Thresh 2","20","%"
"LED Support","LED Config","CHG Thresh 3","40","%"
"LED Support","LED Config","CHG Thresh 4","60","%"
"LED Support","LED Config","CHG Thresh 5","80","%"
"LED Support","LED Config","DSG Flash Alarm","10","%"
"LED Support","LED Config","DSG Thresh 1","0","%"
"LED Support","LED Config","DSG Thresh 2","20","%"
"LED Support","LED Config","DSG Thresh 3","40","%"
"LED Support","LED Config","DSG Thresh 4","60","%"
"LED Support","LED Config","DSG Thresh 5","80","%"
"System Data","Manufacturer Data","Manufacturer Info A Length","32","-"
"System Data","Manufacturer Data","Manufacturer Info Block A01","61","Hex"
"System Data","Manufacturer Data","Manufacturer Info Block A02","62","Hex"
"System Data","Manufacturer Data","Manufacturer Info Block A03","63","Hex"
"System Data","Manufacturer Data","Manufacturer Info Block A04","64","Hex"
"System Data","Manufacturer Data","Manufacturer Info Block A05","65","Hex"
"System Data","Manufacturer Data","Manufacturer Info Block A06","66","Hex"
"System Data","Manufacturer Data","Manufacturer Info Block A07","67","Hex"
"System Data","Manufacturer Data","Manufacturer Info Block A08","68","Hex"
"System Data","Manufacturer Data","Manufacturer Info Block A09","69","Hex"
"System Data","Manufacturer Data","Manufacturer Info Block A10","6a","Hex"
"System Data","Manufacturer Data","Manufacturer Info Block A11","6b","Hex"
"System Data","Manufacturer Data","Manufacturer Info Block A12","6c","Hex"
"System Data","Manufacturer Data","Manufacturer Info Block A13","6d","Hex"
"System Data","Manufacturer Data","Manufacturer Info Block A14","6e","Hex"
"System Data","Manufacturer Data","Manufacturer Info Block A15","6f","Hex"
"System Data","Manufacturer Data","Manufacturer Info Block A16","70","Hex"
"System Data","Manufacturer Data","Manufacturer Info Block A17","71","Hex"
"System Data","Manufacturer Data","Manufacturer Info Block A18","72","Hex"
"System Data","Manufacturer Data","Manufacturer Info Block A19","73","Hex"
"System Data","Manufacturer Data","Manufacturer Info Block A20","74","Hex"
"System Data","Manufacturer Data","Manufacturer Info Block A21","75","Hex"
"System Data","Manufacturer Data","Manufacturer Info Block A22","76","Hex"
"System Data","Manufacturer Data","Manufacturer Info Block A23","77","Hex"
"System Data","Manufacturer Data","Manufacturer Info Block A24","7a","Hex"
"System Data","Manufacturer Data","Manufacturer Info Block A25","78","Hex"
"System Data","Manufacturer Data","Manufacturer Info Block A26","79","Hex"
"System Data","Manufacturer Data","Manufacturer Info Block A27","30","Hex"
"System Data","Manufacturer Data","Manufacturer Info Block A28","31","Hex"
"System Data","Manufacturer Data","Manufacturer Info Block A29","32","Hex"
"System Data","Manufacturer Data","Manufacturer Info Block A30","33","Hex"
"System Data","Manufacturer Data","Manufacturer Info Block A31","34","Hex"
"System Data","Manufacturer Data","Manufacturer Info Block A32","35","Hex"
"System Data","Manufacturer Info B","Manufacturer Info Block B01","01","Hex"
"System Data","Manufacturer Info B","Manufacturer Info Block B02","23","Hex"
"System Data","Manufacturer Info B","Manufacturer Info Block B03","45","Hex"
"System Data","Manufacturer Info B","Manufacturer Info Block B04","67","Hex"
"System Data","Integrity","Static DF Signature","0000","hex"
"System Data","Integrity","Static Chem DF Signature","5155","hex"
"System Data","Integrity","All DF Signature","0000","hex"
"SBS Configuration","Data","Remaining AH Cap. Alarm","300","mAh"
"SBS Configuration","Data","Remaining WH Cap. Alarm","432","cWh"
"SBS Configuration","Data","Remaining Time Alarm","10","min"
"SBS Configuration","Data","Initial Battery Mode","0081","hex"
"SBS Configuration","Data","Specification Information","0031","hex"
"SBS Configuration","Data","Manufacturer Name","Texas Instruments","-"
"SBS Configuration","Data","Device Name","bq40z50-R2","-"
"SBS Configuration","Data","Device Chemistry","LION","-"
"Protections","CUV","Threshold","2200","mV"
"Protections","CUV","Delay","2","s"
"Protections","CUV","Recovery","2300","mV"
"Protections","CUVC","Threshold","2100","mV"
"Protections","CUVC","Delay","2","s"
"Protections","CUVC","Recovery","2200","mV"
"Protections","COV","Threshold Low Temp","4300","mV"
"Protections","COV","Threshold Standard Temp Low","4300","mV"
"Protections","COV","Threshold Standard Temp High","4300","mV"
"Protections","COV","Threshold High Temp","4300","mV"
"Protections","COV","Threshold Rec Temp","4300","mV"
"Protections","COV","Delay","2","s"
"Protections","COV","Recovery Low Temp","3900","mV"
"Protections","COV","Recovery Standard Temp Low","3900","mV"
"Protections","COV","Recovery Standard Temp High","3900","mV"
"Protections","COV","Recovery High Temp","3900","mV"
"Protections","COV","Recovery Rec Temp","3900","mV"
"Protections","COV","Latch Limit","0","-"
"Protections","COV","Counter Dec Delay","10","s"
"Protections","COV","Reset","15","s"
"Protections","OCC1","Threshold","5000","mA"
"Protections","OCC1","Delay","6","s"
"Protections","OCC2","Threshold","6000","mA"
"Protections","OCC2","Delay","3","s"
"Protections","OCC","Recovery Threshold","-5","mA"
"Protections","OCC","Recovery Delay","60","s"
"Protections","OCD1","Threshold","-15000","mA"
"Protections","OCD1","Delay","6","s"
"Protections","OCD2","Threshold","-20000","mA"
"Protections","OCD2","Delay","3","s"
"Protections","OCD","Recovery Threshold","-5","mA"
"Protections","OCD","Recovery Delay","60","s"
"Protections","OCD","Latch Limit","0","-"
"Protections","OCD","Counter Dec Delay","10","s"
"Protections","OCD","Reset","15","s"
"Protections","AOLD","Latch Limit","5","-"
"Protections","AOLD","Counter Dec Delay","10","s"
"Protections","AOLD","Recovery","5","s"
"Protections","AOLD","Reset","15","s"
"Protections","AOLD","Threshold","f6","hex"
"Protections","ASCC","Latch Limit","3","-"
"Protections","ASCC","Counter Dec Delay","10","s"
"Protections","ASCC","Recovery","5","s"
"Protections","ASCC","Reset","15","s"
"Protections","ASCC","Threshold","72","hex"
"Protections","ASCD","Latch Limit","3","-"
"Protections","ASCD","Counter Dec Delay","10","s"
"Protections","ASCD","Recovery","5","s"
"Protections","ASCD","Reset","15","s"
"Protections","ASCD","Threshold 1","72","hex"
"Protections","ASCD","Threshold 2","e4","hex"
"Protections","OTC","Threshold","55.0","°C"
"Protections","OTC","Delay","2","s"
"Protections","OTC","Recovery","50.0","°C"
"Protections","OTD","Threshold","60.0","°C"
"Protections","OTD","Delay","2","s"
"Protections","OTD","Recovery","55.0","°C"
"Protections","OTF","Threshold","80.0","°C"
"Protections","OTF","Delay","2","s"
"Protections","OTF","Recovery","65.0","°C"
"Protections","UTC","Threshold","-2.0","°C"
"Protections","UTC","Delay","2","s"
"Protections","UTC","Recovery","0.0","°C"
"Protections","UTD","Threshold","-22.0","°C"
"Protections","UTD","Delay","2","s"
"Protections","UTD","Recovery","-20.0","°C"
"Protections","HWD","Delay","10","s"
"Protections","PTO","Charge Threshold","2000","mA"
"Protections","PTO","Suspend Threshold","1800","mA"
"Protections","PTO","Delay","1800","s"
"Protections","PTO","Reset","2","mAh"
"Protections","CTO","Charge Threshold","2500","mA"
"Protections","CTO","Suspend Threshold","2000","mA"
"Protections","CTO","Delay","54000","s"
"Protections","CTO","Reset","2","mAh"
"Protections","OC","Threshold","2000","mAh"
"Protections","OC","Recovery","2","mAh"
"Protections","OC","RSOC Recovery","90","%"
"Protections","CHGV","Threshold","500","mV"
"Protections","CHGV","Delay","30","s"
"Protections","CHGV","Recovery","-500","mV"
"Protections","CHGC","Threshold","-100","mA"
"Protections","CHGC","Delay","2","s"
"Protections","CHGC","Recovery Threshold","100","mA"
"Protections","CHGC","Recovery Delay","2","s"
"Protections","PCHGC","Threshold","50","mA"
"Protections","PCHGC","Delay","2","s"
"Protections","PCHGC","Recovery Threshold","10","mA"
"Protections","PCHGC","Recovery Delay","2","s"
"Permanent Fail","SUV","Threshold","1800","mV"
"Permanent Fail","SUV","Delay","5","s"
"Permanent Fail","SOV","Threshold","4500","mV"
"Permanent Fail","SOV","Delay","5","s"
"Permanent Fail","SOCC","Threshold","10000","mA"
"Permanent Fail","SOCC","Delay","5","s"
"Permanent Fail","SOCD","Threshold","-10000","mA"
"Permanent Fail","SOCD","Delay","5","s"
"Permanent Fail","SOT","Threshold","65.0","°C"
"Permanent Fail","SOT","Delay","5","s"
"Permanent Fail","SOTF","Threshold","100.0","°C"
"Permanent Fail","SOTF","Delay","5","s"
"Permanent Fail","Open Thermistor","Threshold","-50.0","°C"
"Permanent Fail","Open Thermistor","Delay","5","s"
"Permanent Fail","Open Thermistor","Fet Delta","20.0","°C"
"Permanent Fail","Open Thermistor","Cell Delta","20.0","°C"
"Permanent Fail","QIM","Delta Threshold","15.0","%"
"Permanent Fail","QIM","Delay","2","updates"
"Permanent Fail","CB","Max Threshold","240","h"
"Permanent Fail","CB","Delta Threshold","40","h"
"Permanent Fail","CB","Delay","2","cycles"
"Permanent Fail","VIMR","Check Voltage","3500","mV"
"Permanent Fail","VIMR","Check Current","10","mA"
"Permanent Fail","VIMR","Delta Threshold","500","mV"
"Permanent Fail","VIMR","Delta Delay","5","s"
"Permanent Fail","VIMR","Duration","100","s"
"Permanent Fail","VIMA","Check Voltage","3700","mV"
"Permanent Fail","VIMA","Check Current","50","mA"
"Permanent Fail","VIMA","Delta Threshold","200","mV"
"Permanent Fail","VIMA","Delay","5","s"
"Permanent Fail","IMP","Delta Threshold","300","%"
"Permanent Fail","IMP","Max Threshold","400","%"
"Permanent Fail","IMP","Ra Update Counts","2","Counts"
"Permanent Fail","CD","Threshold","0","mAh"
"Permanent Fail","CD","Delay","2","cycles"
"Permanent Fail","CFET","OFF Threshold","5","mA"
"Permanent Fail","CFET","OFF Delay","5","s"
"Permanent Fail","DFET","OFF Threshold","-5","mA"
"Permanent Fail","DFET","OFF Delay","5","s"
"Permanent Fail","FUSE","Threshold","5","mA"
"Permanent Fail","FUSE","Delay","5","s"
"Permanent Fail","AFER","Threshold","100","-"
"Permanent Fail","AFER","Delay Period","2","s"
"Permanent Fail","AFER","Compare Period","5","s"
"Permanent Fail","AFEC","Threshold","100","-"
"Permanent Fail","AFEC","Delay Period","5","s"
"Permanent Fail","2LVL","Delay","5","s"
"PF Status","Device Status Data","Safety Alert A","00","hex"
"PF Status","Device Status Data","Safety Status A","00","hex"
"PF Status","Device Status Data","Safety Alert B","00","hex"
"PF Status","Device Status Data","Safety Status B","00","hex"
"PF Status","Device Status Data","Safety Alert C","00","hex"
"PF Status","Device Status Data","Safety Status C","00","hex"
"PF Status","Device Status Data","Safety Alert D","00","hex"
"PF Status","Device Status Data","Safety Status D","00","hex"
"PF Status","Device Status Data","PF Alert A","00","hex"
"PF Status","Device Status Data","PF Status A","00","hex"
"PF Status","Device Status Data","PF Alert B","00","hex"
"PF Status","Device Status Data","PF Status B","00","hex"
"PF Status","Device Status Data","PF Alert C","00","hex"
"PF Status","Device Status Data","PF Status C","00","hex"
"PF Status","Device Status Data","PF Alert D","00","hex"
"PF Status","Device Status Data","PF Status D","00","hex"
"PF Status","Device Status Data","Fuse Flag","0000","hex"
"PF Status","Device Status Data","Operation Status A","0000","hex"
"PF Status","Device Status Data","Operation Status B","0000","hex"
"PF Status","Device Status Data","Temp Range","00","hex"
"PF Status","Device Status Data","Charging Status A","00","hex"
"PF Status","Device Status Data","Charging Status B","00","hex"
"PF Status","Device Status Data","Gauging Status","00","hex"
"PF Status","Device Status Data","IT Status","0000","hex"
"PF Status","Device Voltage Data","Cell 1 Voltage","0","mV"
"PF Status","Device Voltage Data","Cell 2 Voltage","0","mV"
"PF Status","Device Voltage Data","Cell 3 Voltage","0","mV"
"PF Status","Device Voltage Data","Cell 4 Voltage","0","mV"
"PF Status","Device Voltage Data","Battery Direct Voltage","0","mV"
"PF Status","Device Voltage Data","Pack Voltage","0","mV"
"PF Status","Device Current Data","Current","0","mA"
"PF Status","Device Temperature Data","Internal Temperature","-273.2","°C"
"PF Status","Device Temperature Data","External 1 Temperature","-273.2","°C"
"PF Status","Device Temperature Data","External 2 Temperature","-273.2","°C"
"PF Status","Device Temperature Data","External 3 Temperature","-273.2","°C"
"PF Status","Device Temperature Data","External 4 Temperature","-273.2","°C"
"PF Status","Device Gauging Data","Cell 1 Dod0","0","-"
"PF Status","Device Gauging Data","Cell 2 Dod0","0","-"
"PF Status","Device Gauging Data","Cell 3 Dod0","0","-"
"PF Status","Device Gauging Data","Cell 4 Dod0","0","-"
"PF Status","Device Gauging Data","Passed Charge","0","mAh"
"PF Status","AFE Regs","AFE Interrupt Status","00","hex"
"PF Status","AFE Regs","AFE FET Status","00","hex"
"PF Status","AFE Regs","AFE RXIN","00","hex"
"PF Status","AFE Regs","AFE Latch Status","00","hex"
"PF Status","AFE Regs","AFE Interrupt Enable","00","hex"
"PF Status","AFE Regs","AFE FET Control","00","hex"
"PF Status","AFE Regs","AFE RXIEN","00","hex"
"PF Status","AFE Regs","AFE RLOUT","00","hex"
"PF Status","AFE Regs","AFE RHOUT","00","hex"
"PF Status","AFE Regs","AFE RHINT","00","hex"
"PF Status","AFE Regs","AFE Cell Balance","00","hex"
"PF Status","AFE Regs","AFE AD/CC Control","00","hex"
"PF Status","AFE Regs","AFE ADC Mux","00","hex"
"PF Status","AFE Regs","AFE LED Output","00","hex"
"PF Status","AFE Regs","AFE State Control","00","hex"
"PF Status","AFE Regs","AFE LED/Wake Control","00","hex"
"PF Status","AFE Regs","AFE Protection Control","00","hex"
"PF Status","AFE Regs","AFE OCD","00","hex"
"PF Status","AFE Regs","AFE SCC","00","hex"
"PF Status","AFE Regs","AFE SCD1","00","hex"
"PF Status","AFE Regs","AFE SCD2","00","hex"
"Black Box","Safety Status","1st Status Status A","00","hex"
"Black Box","Safety Status","1st Status Status B","00","hex"
"Black Box","Safety Status","1st Safety Status C","00","hex"
"Black Box","Safety Status","1st Safety Status D","00","hex"
"Black Box","Safety Status","1st Time to Next Event","0","s"
"Black Box","Safety Status","2nd Status Status A","00","hex"
"Black Box","Safety Status","2nd Status Status B","00","hex"
"Black Box","Safety Status","2nd Safety Status C","00","hex"
"Black Box","Safety Status","2nd Safety Status D","00","hex"
"Black Box","Safety Status","2nd Time to Next Event","0","s"
"Black Box","Safety Status","3rd Status Status A","00","hex"
"Black Box","Safety Status","3rd Status Status B","00","hex"
"Black Box","Safety Status","3rd Safety Status C","00","hex"
"Black Box","Safety Status","3rd Safety Status D","00","hex"
"Black Box","Safety Status","3rd Time to Next Event","0","s"
"Black Box","PF Status","1st PF Status A","00","hex"
"Black Box","PF Status","1st PF Status B","00","hex"
"Black Box","PF Status","1st PF Status C","00","hex"
"Black Box","PF Status","1st PF Status D","00","hex"
"Black Box","PF Status","1st Time to Next Event","0","s"
"Black Box","PF Status","2nd PF Status A","00","hex"
"Black Box","PF Status","2nd PF Status B","00","hex"
"Black Box","PF Status","2nd PF Status C","00","hex"
"Black Box","PF Status","2nd PF Status D","00","hex"
"Black Box","PF Status","2nd Time to Next Event","0","s"
"Black Box","PF Status","3rd PF Status A","00","hex"
"Black Box","PF Status","3rd PF Status B","00","hex"
"Black Box","PF Status","3rd PF Status C","00","hex"
"Black Box","PF Status","3rd PF Status D","00","hex"
"Black Box","PF Status","3rd Time to Next Event","0","s"
"Gas Gauging","Current Thresholds","Dsg Current Threshold","100","mA"
"Gas Gauging","Current Thresholds","Chg Current Threshold","50","mA"
"Gas Gauging","Current Thresholds","Quit Current","10","mA"
"Gas Gauging","Current Thresholds","Dsg Relax Time","1","s"
"Gas Gauging","Current Thresholds","Chg Relax Time","60","s"
"Gas Gauging","Design","Design Capacity mAh","7000","mAh"
"Gas Gauging","Design","Design Capacity cWh","10080","cWh"
"Gas Gauging","Design","Design Voltage","14400","mV"
"Gas Gauging","Cycle","Cycle Count Percentage","90","%"
"Gas Gauging","FD","Set Voltage Threshold","2500","mV"
"Gas Gauging","FD","Clear Voltage Threshold","2600","mV"
"Gas Gauging","FD","Set % RSOC Threshold","4","%"
"Gas Gauging","FD","Clear % RSOC Threshold","6","%"
"Gas Gauging","FC","Set Voltage Threshold","4200","mV"
"Gas Gauging","FC","Clear Voltage Threshold","4100","mV"
"Gas Gauging","FC","Set % RSOC Threshold","100","%"
"Gas Gauging","FC","Clear % RSOC Threshold","95","%"
"Gas Gauging","TD","Set Voltage Threshold","2300","mV"
"Gas Gauging","TD","Clear Voltage Threshold","2400","mV"
"Gas Gauging","TD","Set % RSOC Threshold","0","%"
"Gas Gauging","TD","Clear % RSOC Threshold","2","%"
"Gas Gauging","TC","Set Voltage Threshold","4200","mV"
"Gas Gauging","TC","Clear Voltage Threshold","4100","mV"
"Gas Gauging","TC","Set % RSOC Threshold","100","%"
"Gas Gauging","TC","Clear % RSOC Threshold","95","%"
"Gas Gauging","State","Delta Voltage","11","mV"
"Gas Gauging","State","Temp k","2.16","°C/256mW"
"Gas Gauging","State","Temp a","5955","s"
"Gas Gauging","Turbo Cfg","Min Turbo Power","0","cW"
"Gas Gauging","Turbo Cfg","Ten Second Max C Rate","-2.0","C"
"Gas Gauging","Turbo Cfg","Ten Millisecond Max C Rate","-4.0","C"
"Gas Gauging","Turbo Cfg","High Frequency Resistance","0","mOhm"
"Gas Gauging","Turbo Cfg","Reserve Energy %","0","%"
"Gas Gauging","Turbo Cfg","Turbo Adjustment Factor","1.00","-"
"Gas Gauging","IT Cfg","Load Select","7","-"
"Gas Gauging","IT Cfg","Fast Scale Load Select","3","-"
"Gas Gauging","IT Cfg","Load Mode","0","-"
"Gas Gauging","IT Cfg","User Rate-mA","0","mA"
"Gas Gauging","IT Cfg","User Rate-cW","0","cW"
"Gas Gauging","IT Cfg","Reserve Cap-mAh","0","mAh"
"Gas Gauging","IT Cfg","Reserve Cap-cWh","0","cWh"
"Gas Gauging","IT Cfg","Predict Ambient Time","2000","s"
"Gas Gauging","IT Cfg","Design Resistance","23","2^-10ohm"
"Gas Gauging","IT Cfg","Pack Resistance","0","2^-10ohm"
"Gas Gauging","IT Cfg","System Resistance","0","2^-10ohm"
"Gas Gauging","IT Cfg","Ra Filter","80.0","%"
"Gas Gauging","IT Cfg","Ra Max Delta","15","%"
"Gas Gauging","IT Cfg","Reference Grid","4","-"
"Gas Gauging","IT Cfg","Resistance Parameter Filter","65142","-"
